1.345977121391371378e+00,1.140762011057670611e+00,9.294691675186677049e-01,7.766026186300627465e-01,6.693098107810353525e-01,5.920673254088527626e-01,5.344878521773165359e-01,4.900433781773959607e-01,4.546105198141724424e-01,4.255371606381926908e-01
1.358812956874295264e+00,1.171407699530009561e+00,9.646178957343881644e-01,8.103358460786659334e-01,7.004224120019665323e-01,6.206463641313314517e-01,5.608842145061704310e-01,5.146048141539205645e-01,4.776249319279348149e-01,4.472316456253071504e-01
1.370463853722561964e+00,1.199810805193026741e+00,9.982745670611213873e-01,8.431779027317324315e-01,7.309842704997463469e-01,6.488656994129134992e-01,5.870329003723686601e-01,5.389876421174212284e-01,5.005053379461246177e-01,4.688221382806314064e-01
1.381162968003312841e+00,1.226145175880782201e+00,1.030474632312589733e+00,8.751260884918006244e-01,7.609856256809445219e-01,6.767157858264171155e-01,6.129259258272794497e-01,5.631854075358595502e-01,5.232465219549742308e-01,4.903043784372700942e-01
1.391097282924541378e+00,1.250578612526350053e+00,1.061258650052438357e+00,9.061811199256940563e-01,7.904185185965973970e-01,7.041880341239863395e-01,6.385558395237698193e-01,5.871919687907967145e-01,5.458434613571240268e-01,5.116742309736134198e-01
1.400416464376539549e+00,1.273271276313123979e+00,1.090671330027396912e+00,9.363468773045451332e-01,8.192767347601496164e-01,7.312748025899611370e-01,6.639157253373116907e-01,6.110015016392299492e-01,5.682913309072157304e-01,5.329276890342942163e-01
1.409240147590854253e+00,1.294374607508998132e+00,1.118760643311621283e+00,9.656301438546945892e-01,8.475557388862958730e-01,7.579693841252669317e-01,6.889992028699228888e-01,6.346085026013608132e-01,5.905855061791824845e-01,5.540608769363124519e-01
1.417663878717297710e+00,1.314030666369375933e+00,1.145577006446627522e+00,9.940403414648744107e-01,8.752526027533298336e-01,7.842659893861634313e-01,7.138004259236667703e-01,6.580077912960243802e-01,6.127215664688869801e-01,5.750700527592557121e-01
1.425763926856238539e+00,1.332371813919718040e+00,1.171172543668064669e+00,1.021589266649530536e+00,9.023659273743600551e-01,8.101597263161387508e-01,7.383140790406710341e-01,6.811945117506545966e-01,6.346952971382266995e-01,5.959516106197643159e-01
1.433601161480334119e+00,1.349520659688830948e+00,1.195600428617283661e+00,1.048290830098706161e+00,9.288957606283718693e-01,8.356465764205109892e-01,7.625353722154222247e-01,7.041641327173597809e-01,6.565026914092392252e-01,6.167020826315834370e-01
1.441224164849236100e+00,1.365590213405737163e+00,1.218914304739520116e+00,1.074160802668081782e+00,9.548435114530452461e-01,8.607233681391155411e-01,7.864600338924084832e-01,7.269124470309578090e-01,6.781399516189096088e-01,6.373181405537164945e-01
1.448671723234940201e+00,1.380684187504101157e+00,1.241167781845724294e+00,1.099216570192522724e+00,9.802118616402367701e-01,8.853877476737084251e-01,8.100843023680011079e-01,7.494355700486036165e-01,6.996034899475180868e-01,6.577965971302698334e-01
1.455974816746141709e+00,1.394897406495076320e+00,1.262414005020422669e+00,1.123476899054184130e+00,1.005004676204489522e+00,9.096381476236874430e-01,8.334049157198568647e-01,7.717299372139501124e-01,7.208899286352221658e-01,6.781344071266465212e-01
1.463158206251223614e+00,1.408316287587138671e+00,1.282705291142837378e+00,1.146961714010755307e+00,1.029226913217495820e+00,9.334737537770063653e-01,8.564191003901718835e-01,7.937923007916495299e-01,7.419960997033677730e-01,6.983286680677337488e-01
1.470241697635014333e+00,1.421019364220657888e+00,1.302092827698643651e+00,1.169691889397020290e+00,1.052884533919197896e+00,9.568944703929748163e-01,8.791245585507544424e-01,8.156197258203321532e-01,7.629190441985539417e-01,7.183766206846353697e-01
1.477241148291083439e+00,1.433077830424136945e+00,1.320626428240191164e+00,1.191689054458057839e+00,1.075984413831468922e+00,9.799008843006921099e-01,9.015194543784121883e-01,8.372095853341046112e-01,7.836560109789196815e-01,7.382756490773885183e-01
1.484169268074332582e+00,1.444556089133767873e+00,1.338354338751935213e+00,1.212975413257135759e+00,1.098534255514732161e+00,1.002494228121356690e+00,9.236023993684054911e-01,8.585595549040664354e-01,8.042044550633014044e-01,7.580232806018634140e-01
1.491036256573061269e+00,1.455512291933803271e+00,1.355323089247554291e+00,1.233573579326711522e+00,1.120542503523242361e+00,1.024676342905353366e+00,9.453724368120037802e-01,8.796676065523097998e-01,8.245620355650069566e-01,7.776171854897977465e-01
1.497850310153233444e+00,1.465998861177034041e+00,1.371577385123541104e+00,1.253506424996126078e+00,1.142018262032347797e+00,1.046449640456007968e+00,9.668290255614910844e-01,9.005320020914593382e-01,8.447266132327786448e-01,7.970551762115332117e-01
1.504618025451126773e+00,1.476062988242863305e+00,1.387160033084696709e+00,1.272796945133117141e+00,1.162971215531991120e+00,1.067817065591859071e+00,9.879720232024333804e-01,9.211512859429880073e-01,8.646962476222629368e-01,8.163352065916291700e-01
1.511344720553026377e+00,1.485747103892551158e+00,1.402111896809534963e+00,1.291468134875857432e+00,1.183411552906010300e+00,1.088782058578472212e+00,1.008801668748743330e+00,9.415242774873466836e-01,8.844691939218177756e-01,8.354553706880030184e-01
1.518034690752271709e+00,1.495089318386883193e+00,1.416471877913252131e+00,1.309542880804887233e+00,1.203349895146895054e+00,1.109348517939581891e+00,1.029318564971222205e+00,9.616500629984156001e-01,9.040438994568696929e-01,8.544139014457176051e-01
1.524691412305653859e+00,1.504123830329563871e+00,1.430276918172818323e+00,1.327043864906973569e+00,1.222797226891364053e+00,1.129520763836097785e+00,1.049523660464772190e+00,9.815279872139088813e-01,9.234189998972686109e-01,8.732091691368579767e-01
1.531317704849880057e+00,1.512881304167516650e+00,1.443562019387735651e+00,1.343993480612269087e+00,1.241764831903352295e+00,1.149303502180379466e+00,1.069418231553713072e+00,1.001157644592252094e+00,9.425933151921419562e-01,8.918396795982569403e-01
1.537915860943636082e+00,1.521389216983091597e+00,1.456360277649443535e+00,1.360413760138709183e+00,1.260264232578207189e+00,1.168701789632570209e+00,1.089003864128412324e+00,1.020538870305032431e+00,9.615658452567310555e-01,9.103040722790640693e-01
1.544487749457114756e+00,1.529672175708101323e+00,1.468702929174204197e+00,1.376326312350240499e+00,1.278307133494841041e+00,1.187720999605796468e+00,1.108282435500063778e+00,1.039671731012505429e+00,9.803357654354393214e-01,9.286011181102752365e-01
1.551034898146964380e+00,1.537752206221624451e+00,1.480619405212826312e+00,1.391752270325042229e+00,1.295905369001403296e+00,1.206366789387824712e+00,1.127256096353888903e+00,1.058556515467833581e+00,9.989024217650811499e-01,9.467297172084865320e-01
1.557558559656448072e+00,1.545649015999868370e+00,1.492137393882511764e+00,1.406712247833500351e+00,1.313070854784224251e+00,1.224645068468643183e+00,1.145927252874441526e+00,1.077193724993725343e+00,1.017265326061855824e+00,9.646888964261413069e-01
1.564059764309564837e+00,1.553380232097365976e+00,1.503282907069423580e+00,1.421226303940745117e+00,1.329815543339396333e+00,1.242561968146186802e+00,1.164298549110043046e+00,1.095584063873055181e+00,1.035424150855068559e+00,9.824778067605166587e-01
1.570539362376691006e+00,1.560961616278582209e+00,1.514080350824984489e+00,1.435313914972589755e+00,1.346151383240814958e+00,1.260123812466536153e+00,1.182372849636825318e+00,1.113728429692782740e+00,1.053378724190010773e+00,1.000095720633669805e+00
1.576998057941118692e+00,1.568407259106713525e+00,1.524552597924723862e+00,1.448993953114774857e+00,1.362090282077603964e+00,1.277337090540013209e+00,1.200153222576456180e+00,1.131627903678194880e+00,1.071129024321724410e+00,1.017542029055376496e+00
